,car_id,name,amount,region,use_type,milage
174,/pWTY2l6F8YkBpL3McWgnZAhZ,Honda Pilot 2003 Blue,"₦ 1,365,000","Abuja (FCT), Wuse",Nigerian Used,264100 km
175,/zMXrRyn6zUvPEukL8Igl3CPe,Toyota Avensis 1.8 VVTi 2008 Blue,"₦ 1,785,000","Akwa Ibom State, Uyo",Nigerian Used,256487 km
176,/dlomP1m8LDL6O6mYjm3J6fIQ,Nissan Titan 2004 Black,"₦ 3,150,000","Lagos State, Ajah",Nigerian Used,316029 km
177,/z3DxKWKeXxPZmv7bQ4vMB98q,Chrysler 300 2009 Black,"₦ 3,255,000","Oyo State, Ibadan",Nigerian Used,145535 km
178,/uOeKTPIUerL2sIfUhOQR1mjN,Toyota Sienna 2013 Ivory,"₦ 8,400,000","Delta State, Oshimili South",Foreign Used,85799 km
179,/5Xofrg0lHUb6bGs12x6hmxcb,Volkswagen Passat 2012 Red,"₦ 4,368,000","Oyo State, Ibadan",Nigerian Used,74869 km
180,/md092obrSIfQrrveRpF3LoUk,Toyota Sienna 2008 Gray,"₦ 4,725,000","Lagos State, Alimosho",Foreign Used,360244 km
181,/dmaUr6CUA1dm9cvsoQz2kuwX,Toyota Yaris 2019 Silver,"₦ 8,400,000","Oyo State, Ibadan",Foreign Used,110928 km
182,/a4WIDmK9WwnksMB0JYuPCOhy,Hyundai Sonata 2011 Red,"₦ 4,252,500","Imo State, Owerri",Foreign Used,321423 km
183,/8JkcinssLTghR4q3zw077pR4,Land Rover Range Rover Evoque Pure 2012 Gray,"₦ 7,350,000","Lagos State, Ilupeju",Nigerian Used,55749 km
184,/aTm7YjeRtI9CzvNAzRkyLaQI,Car 2005 Gray,"₦ 1,785,000","Lagos State, Yaba",Nigerian Used,85260 km
185,/B5zvkA2kKJT97dRoK2aXT7Jm,Toyota Highlander Hybrid 2009 Silver,"₦ 7,245,000","Lagos State, Ikeja",Foreign Used,40244 km
186,/7SQmNpu2IepUWEziQJuq2NIq,Dodge Caravan 2012 Gray,"₦ 4,725,000","Lagos State, Lekki",Foreign Used,135798 km
187,/tQOeEvDxRym0A8ayhx0ySMSW,Mercedes-Benz M Class 2003 Black,"₦ 3,675,000","Oyo State, Ibadan",Nigerian Used,73538 km
188,/5qGGq2nJNrOmE66nCaYgLQEt,Jaguar S-Type 2008 Green,"₦ 3,150,000","Abuja (FCT), Jabi",Foreign Used,52845 km
189,/yqnYPwcCnvc0tGgxt00B1egC,Toyota Camry 2008 Black,"₦ 3,150,000","Abuja (FCT), Gwarinpa",Nigerian Used,124983 km
190,/17oTjnzKEETjndEcVlzZ03SY,Ford Focus 2012 Black,"₦ 4,200,000","Abuja (FCT), Garki 2",Foreign Used,373355 km
191,/BxpE1PphWk8X5pJV1HBWWDP4,Toyota Corolla 2005 Red,"₦ 2,415,000","Edo State, Benin City",Nigerian Used,291348 km
192,/xv5uOBoZJeJPaSb4hoQmUnsi,Lexus RX 330 2006 Blue,"₦ 3,937,500","Anambra State, Onitsha",Nigerian Used,138580 km
193,/tA1AEG5alfYbROl8R3tRCP5Z,Toyota Camry 2008 Gray,"₦ 3,026,250","Lagos State, Ojodu",Nigerian Used,278077 km
194,/sC1ffdQ4uIhPwp144GGUvERa,Toyota Camry 2010 Silver,"₦ 4,500,000","Lagos State, Ikorodu",Nigerian Used,188487 km
195,/G1DgVFPlzJC64UrNpMlRg6g,Hyundai Tucson 2014 Silver,"₦ 6,187,500","Lagos State, Ikoyi",Foreign Used,166578 km
196,/s4I6QEtUIOPo82gYfCEWbjeL,New Toyota Corolla 2009 Gold,"₦ 3,150,000","Lagos State, Ifako-Ijaiye",Brand New,145681 km
197,/kUNewF7GxkTKVwDviAIElPyU,Mercedes-Benz M Class 2012 Gray,"₦ 9,562,500","Delta State, Oshimili South",Nigerian Used,532965 km
198,/pOHmLaSyAsNCwVK3vTP4kRuT,Lexus RX 350 2011 White,"₦ 11,587,500","Lagos State, Magodo",Foreign Used,293033 km
199,/4V77qeLt9yqmXhYEeLklBUIC,Honda Accord 2003 Gold,"₦ 1,462,500","Oyo State, Ibadan",Nigerian Used,243576 km
200,/kAFPQ5CQmwbPzBpTaCvAGD6O,Toyota Venza 2010 Green,"₦ 7,875,000","Abuja (FCT), Garki 2",Nigerian Used,36871 km
201,/ajQjWngzZ4rKhIjnWWc5nIWM,Lexus RX 330 2004 Blue,"₦ 4,387,500","Ondo State, Akure",Nigerian Used,276651 km
202,/6pymee9mOb8EO1sDQWm37Yq0,Lexus RX 350 2008 Gray,"₦ 3,675,000","Lagos State, Ikorodu",Nigerian Used,145057 km
203,/6pymee9mOb8EO1sDQWm37Yq0,Lexus RX 350 2008 Gray,"₦ 3,675,000","Lagos State, Ikorodu",Nigerian Used,145057 km
204,/6pymee9mOb8EO1sDQWm37Yq0,Lexus RX 350 2008 Gray,"₦ 3,675,000","Lagos State, Ikorodu",Nigerian Used,145057 km
205,/6pymee9mOb8EO1sDQWm37Yq0,Lexus RX 350 2008 Gray,"₦ 3,675,000","Lagos State, Ikorodu",Nigerian Used,145057 km
206,/6pymee9mOb8EO1sDQWm37Yq0,Lexus RX 350 2008 Gray,"₦ 3,675,000","Lagos State, Ikorodu",Nigerian Used,145057 km
207,/6pymee9mOb8EO1sDQWm37Yq0,Lexus RX 350 2008 Gray,"₦ 3,675,000","Lagos State, Ikorodu",Nigerian Used,145057 km
208,/6pymee9mOb8EO1sDQWm37Yq0,Lexus RX 350 2008 Gray,"₦ 3,675,000","Lagos State, Ikorodu",Nigerian Used,145057 km
209,/6pymee9mOb8EO1sDQWm37Yq0,Lexus RX 350 2008 Gray,"₦ 3,675,000","Lagos State, Ikorodu",Nigerian Used,145057 km
210,/6pymee9mOb8EO1sDQWm37Yq0,Lexus RX 350 2008 Gray,"₦ 3,675,000","Lagos State, Ikorodu",Nigerian Used,145057 km
211,/6pymee9mOb8EO1sDQWm37Yq0,Lexus RX 350 2008 Gray,"₦ 3,675,000","Lagos State, Ikorodu",Nigerian Used,145057 km
212,/6pymee9mOb8EO1sDQWm37Yq0,Lexus RX 350 2008 Gray,"₦ 3,675,000","Lagos State, Ikorodu",Nigerian Used,145057 km
213,/6pymee9mOb8EO1sDQWm37Yq0,Lexus RX 350 2008 Gray,"₦ 3,675,000","Lagos State, Ikorodu",Nigerian Used,145057 km
214,/6pymee9mOb8EO1sDQWm37Yq0,Lexus RX 350 2008 Gray,"₦ 3,675,000","Lagos State, Ikorodu",Nigerian Used,145057 km
